Product,Entity,Operation,Campaign Id,Ad Group Id,Portfolio Id,Ad Id (Read only),Keyword Id (Read only),Product Targeting Id (Read only),Campaign Name,Ad Group Name,Campaign Name (Informational only),Ad Group Name (Informational only),Portfolio Name (Informational only),Start Date,End Date,Targeting Type,State,Campaign State (Informational only),Ad Group State (Informational only),Daily Budget,SKU,ASIN (Informational only),Eligibility Status (Informational only),Reason for ineligibility (Informational only),Ad Group Default Bid,Ad Group Default Bid (Informational only),Bid,Keyword Text,Match Type,Bidding Strategy,Placement,Percentage,Product Targeting Expression,Resolved Product Targeting Expression (Informational only),Impressions,Clicks,Click-through Rate,Spend,Sales,Orders,Units,Conversion Rate,Acos,CPC,ROAS
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba face,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba y vitamina e,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba bio,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba sky organic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,argamour aceite de jojoba,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba mexicano,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba para lip gloss,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba de,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba para el cabello orgánico,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite hidratante para el cabello de jojoba,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba para la mancha en la piel,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,cliganic aceite de jojoba,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba artnatural,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba diosa nut,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,mejor aceite de jojoba,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,arganour aceite de jojoba,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de argan y aceite jojoba tratamiento capilar,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba y eucalipto,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba diffel,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba organico esencial,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de almendra dulce y jojoba,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba organic para la cara,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba cara,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite now de jojoba prensado en frio,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de masaje y spa jojoba,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba now food,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba y ricino,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,galon de aceite de jojoba,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba para pestaña,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,bio aceite vegetale de jojoba,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba y argan para el rostro,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de almendra con jojoba para la piel,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite para difusor de aroma jojoba,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,curly aceite de jojoba,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,incienso puro aceite de jojoba,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba para la cara organico,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba suavidad y brillo,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba y argan,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba para oreja,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba marca prize,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba para labio,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de pino de jojoba de almendra,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de aguacate y jojoba para el cabello,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba para el rostro organico,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de almendra dulce o jojoba marea,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite organico de jojoba marea,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba organico para pestaña,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite escencial de jojoba,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba para desmaquillar,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba organico y natural para la cara,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,deliplu mascarilla oro liquido aceite de argan jojoba y keratina,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,medium con aceite de jojoba,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba organic skin care,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba para acne,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,mascarilla limpiadora profunda de aceite de jojoba,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite esenciale de argán y jojoba,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,crema nivea con aceite de jojoba,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite sulu de jojoba,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba organico grado terapeutico,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,lo mejore aceite de jojoba,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba para la pestaña,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba 100 organico,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de coco y jojoba,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba organico y natural prensado en frio,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba dorado orgánico pura d or,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,mejor aceite de jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba profesional,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba para el rostro prganico,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba en galon,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba de arnatural,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,loreal mascara multiuso con aceite de jojoba para el cabello,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba con vitamina c,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,mini aceite de jojoba,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba para piel,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de aguacate y jojoba,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba natural difeel,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite dulce de jojoba,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,crema con aceite de jojoba,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,kanzy aceite de jojoba bio 100 puro 120ml,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba organico cliganic usda100 puro 4 oz,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba para la piel organico,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba curly woman,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,loreal mascara multiuso con aceite de jojoba,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba para la ceja,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,crema nivea aceite de jojoba,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba capilar,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de aceite jojoba,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba now solution,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba de españa,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,loreal mascara paa el cabello con aceite de jojoba,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,now aceite de jojoba,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,difeel aceite de jojoba,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite fraccionado de jojoba organico,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,avon tratamiento de alie ceda y aceite de jojoba,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba con vit e de ckm,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,naissance aceite de jojoba puro,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aceite de jojoba para el cabello difeel,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,kanzy aceite de jojoba bio,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Subs   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,mini aceite de almendra jojoba,negativeExact,,,,,,,,,,,,,,,,
